Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Scheme,Area,Voted/Charged,row_id,Major Head Code,Sub-Major Head Code,Minor Head Code,Sub-Minor Head Code,Detailed Head Code,Object Head Code,Voucher Head Code,Scheme Code,Area Code,Voted/Charged Code,file_id,level_2_code,level_3_code,level_4_code,level_5_code,level_6_code,level_7_code,level_8_code,level_9_code,level_10_code,budget_for,year
Police,NULL,District Police,Establishment of Watch Post Schemes,Reimbursable from Govt. of India,Secret Service Expenditure,NULL,Establishment Expenditure,General Area,Voted,389,2055,0,109,457,491,12,0,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__109,2055__0__109__457,2055__0__109__457__491,2055__0__109__457__491__12,2055__0__109__457__491__12__0,2055__0__109__457__491__12__0__ee,2055__0__109__457__491__12__0__ee__ga,2055__0__109__457__491__12__0__ee__ga__v,police,2020-21
Police,NULL,District Police,District Police Proper,NULL,Salaries,Arrear Salary/DA,Establishment Expenditure,General Area,Voted,390,2055,0,109,145,0,1,12,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__109,2055__0__109__145,2055__0__109__145__0,2055__0__109__145__0__1,2055__0__109__145__0__1__12,2055__0__109__145__0__1__12__ee,2055__0__109__145__0__1__12__ee__ga,2055__0__109__145__0__1__12__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,Special Pay,Establishment Expenditure,General Area,Voted,391,2055,0,1,172,0,1,15,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__1,2055__0__1__172__0__1__15,2055__0__1__172__0__1__15__ee,2055__0__1__172__0__1__15__ee__ga,2055__0__1__172__0__1__15__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,Kit Allowance,Establishment Expenditure,General Area,Voted,392,2055,0,1,172,0,1,32,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__1,2055__0__1__172__0__1__32,2055__0__1__172__0__1__32__ee,2055__0__1__172__0__1__32__ee__ga,2055__0__1__172__0__1__32__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,Ration Allowance,Establishment Expenditure,General Area,Voted,393,2055,0,1,172,0,1,34,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__1,2055__0__1__172__0__1__34,2055__0__1__172__0__1__34__ee,2055__0__1__172__0__1__34__ee__ga,2055__0__1__172__0__1__34__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,Compensatory Allowance,Establishment Expenditure,General Area,Voted,394,2055,0,1,172,0,1,37,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__1,2055__0__1__172__0__1__37,2055__0__1__172__0__1__37__ee,2055__0__1__172__0__1__37__ee__ga,2055__0__1__172__0__1__37__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,Kit Maintenance Allowance,Establishment Expenditure,General Area,Voted,395,2055,0,1,172,0,1,38,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__1,2055__0__1__172__0__1__38,2055__0__1__172__0__1__38__ee,2055__0__1__172__0__1__38__ee__ga,2055__0__1__172__0__1__38__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,Special Duty Allowance,Establishment Expenditure,General Area,Voted,396,2055,0,1,172,0,1,45,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__1,2055__0__1__172__0__1__45,2055__0__1__172__0__1__45__ee,2055__0__1__172__0__1__45__ee__ga,2055__0__1__172__0__1__45__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Telephone Charge,Establishment Expenditure,General Area,Voted,397,2055,0,1,172,0,4,2,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__4,2055__0__1__172__0__4__2,2055__0__1__172__0__4__2__ee,2055__0__1__172__0__4__2__ee__ga,2055__0__1__172__0__4__2__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Office Equipments including Computers & Accessories,Establishment Expenditure,General Area,Voted,398,2055,0,1,172,0,4,4,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__4,2055__0__1__172__0__4__4,2055__0__1__172__0__4__4__ee,2055__0__1__172__0__4__4__ee__ga,2055__0__1__172__0__4__4__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Stationery and Printing of Forms,Establishment Expenditure,General Area,Voted,399,2055,0,1,172,0,4,5,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__4,2055__0__1__172__0__4__5,2055__0__1__172__0__4__5__ee,2055__0__1__172__0__4__5__ee__ga,2055__0__1__172__0__4__5__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Furniture,Establishment Expenditure,General Area,Voted,400,2055,0,1,172,0,4,6,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__4,2055__0__1__172__0__4__6,2055__0__1__172__0__4__6__ee,2055__0__1__172__0__4__6__ee__ga,2055__0__1__172__0__4__6__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Maintenance,Departmental Building,Establishment Expenditure,General Area,Voted,401,2055,0,1,172,0,17,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__17,2055__0__1__172__0__17__1,2055__0__1__172__0__17__1__ee,2055__0__1__172__0__17__1__ee__ga,2055__0__1__172__0__17__1__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Head Quarters Establishment,NULL,Materials & Supplies,Medicine,Establishment Expenditure,General Area,Voted,402,2055,0,1,172,0,19,2,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__172,2055__0__1__172__0,2055__0__1__172__0__19,2055__0__1__172__0__19__2,2055__0__1__172__0__19__2__ee,2055__0__1__172__0__19__2__ee__ga,2055__0__1__172__0__19__2__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Salaries,Special Pay,Establishment Expenditure,General Area,Voted,403,2055,0,1,433,0,1,15,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__1,2055__0__1__433__0__1__15,2055__0__1__433__0__1__15__ee,2055__0__1__433__0__1__15__ee__ga,2055__0__1__433__0__1__15__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Salaries,Hill Allowance,Establishment Expenditure,General Area,Voted,404,2055,0,1,433,0,1,19,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__1,2055__0__1__433__0__1__19,2055__0__1__433__0__1__19__ee,2055__0__1__433__0__1__19__ee__ga,2055__0__1__433__0__1__19__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Salaries,Handicapped allowance,Establishment Expenditure,General Area,Voted,405,2055,0,1,433,0,1,24,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__1,2055__0__1__433__0__1__24,2055__0__1__433__0__1__24__ee,2055__0__1__433__0__1__24__ee__ga,2055__0__1__433__0__1__24__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Salaries,Kit Allowance,Establishment Expenditure,General Area,Voted,406,2055,0,1,433,0,1,32,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__1,2055__0__1__433__0__1__32,2055__0__1__433__0__1__32__ee,2055__0__1__433__0__1__32__ee__ga,2055__0__1__433__0__1__32__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Salaries,Ration Allowance,Establishment Expenditure,General Area,Voted,407,2055,0,1,433,0,1,34,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__1,2055__0__1__433__0__1__34,2055__0__1__433__0__1__34__ee,2055__0__1__433__0__1__34__ee__ga,2055__0__1__433__0__1__34__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Salaries,Rifle Allowance,Establishment Expenditure,General Area,Voted,408,2055,0,1,433,0,1,35,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__1,2055__0__1__433__0__1__35,2055__0__1__433__0__1__35__ee,2055__0__1__433__0__1__35__ee__ga,2055__0__1__433__0__1__35__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Salaries,Compensatory Allowance,Establishment Expenditure,General Area,Voted,409,2055,0,1,433,0,1,37,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__1,2055__0__1__433__0__1__37,2055__0__1__433__0__1__37__ee,2055__0__1__433__0__1__37__ee__ga,2055__0__1__433__0__1__37__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Salaries,Kit Maintenance Allowance,Establishment Expenditure,General Area,Voted,410,2055,0,1,433,0,1,38,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__1,2055__0__1__433__0__1__38,2055__0__1__433__0__1__38__ee,2055__0__1__433__0__1__38__ee__ga,2055__0__1__433__0__1__38__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Salaries,Special Compensatory Allowance,Establishment Expenditure,General Area,Voted,411,2055,0,1,433,0,1,40,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__1,2055__0__1__433__0__1__40,2055__0__1__433__0__1__40__ee,2055__0__1__433__0__1__40__ee__ga,2055__0__1__433__0__1__40__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Salaries,Special Duty Allowance,Establishment Expenditure,General Area,Voted,412,2055,0,1,433,0,1,45,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__1,2055__0__1__433__0__1__45,2055__0__1__433__0__1__45__ee,2055__0__1__433__0__1__45__ee__ga,2055__0__1__433__0__1__45__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Office Expenses,Telephone Charge,Establishment Expenditure,General Area,Voted,413,2055,0,1,433,0,4,2,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__4,2055__0__1__433__0__4__2,2055__0__1__433__0__4__2__ee,2055__0__1__433__0__4__2__ee__ga,2055__0__1__433__0__4__2__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Office Expenses,Office Equipments including Computers & Accessories,Establishment Expenditure,General Area,Voted,414,2055,0,1,433,0,4,4,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__4,2055__0__1__433__0__4__4,2055__0__1__433__0__4__4__ee,2055__0__1__433__0__4__4__ee__ga,2055__0__1__433__0__4__4__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Office Expenses,Stationery and Printing of Forms,Establishment Expenditure,General Area,Voted,415,2055,0,1,433,0,4,5,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__4,2055__0__1__433__0__4__5,2055__0__1__433__0__4__5__ee,2055__0__1__433__0__4__5__ee__ga,2055__0__1__433__0__4__5__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Office Expenses,Furniture,Establishment Expenditure,General Area,Voted,416,2055,0,1,433,0,4,6,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__4,2055__0__1__433__0__4__6,2055__0__1__433__0__4__6__ee,2055__0__1__433__0__4__6__ee__ga,2055__0__1__433__0__4__6__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Office Expenses,Books and Periodicals,Establishment Expenditure,General Area,Voted,417,2055,0,1,433,0,4,10,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__4,2055__0__1__433__0__4__10,2055__0__1__433__0__4__10__ee,2055__0__1__433__0__4__10__ee__ga,2055__0__1__433__0__4__10__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Machinery and Equipment / Tools & Plants,Machinery and Equipment,Establishment Expenditure,General Area,Voted,418,2055,0,1,433,0,15,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__15,2055__0__1__433__0__15__1,2055__0__1__433__0__15__1__ee,2055__0__1__433__0__15__1__ee__ga,2055__0__1__433__0__15__1__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,Other Charges,Award Money / Award in kind,Establishment Expenditure,General Area,Voted,419,2055,0,1,433,0,26,12,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__26,2055__0__1__433__0__26__12,2055__0__1__433__0__26__12__ee,2055__0__1__433__0__26__12__ee__ga,2055__0__1__433__0__26__12__ee__ga__v,police,2020-21
Police,NULL,Direction and Administration,Police Range,NULL,"Rents, Rates & Taxes / Royalty",Rents for Hired Building,Establishment Expenditure,General Area,Voted,420,2055,0,1,433,0,6,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__1,2055__0__1__433,2055__0__1__433__0,2055__0__1__433__0__6,2055__0__1__433__0__6__1,2055__0__1__433__0__6__1__ee,2055__0__1__433__0__6__1__ee__ga,2055__0__1__433__0__6__1__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Salaries,Special Pay,Establishment Expenditure,General Area,Voted,421,2055,0,3,435,0,1,15,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__1,2055__0__3__435__0__1__15,2055__0__3__435__0__1__15__ee,2055__0__3__435__0__1__15__ee__ga,2055__0__3__435__0__1__15__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Salaries,Kit Allowance,Establishment Expenditure,General Area,Voted,422,2055,0,3,435,0,1,32,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__1,2055__0__3__435__0__1__32,2055__0__3__435__0__1__32__ee,2055__0__3__435__0__1__32__ee__ga,2055__0__3__435__0__1__32__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Salaries,Ration Allowance,Establishment Expenditure,General Area,Voted,423,2055,0,3,435,0,1,34,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__1,2055__0__3__435__0__1__34,2055__0__3__435__0__1__34__ee,2055__0__3__435__0__1__34__ee__ga,2055__0__3__435__0__1__34__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Salaries,Rifle Allowance,Establishment Expenditure,General Area,Voted,424,2055,0,3,435,0,1,35,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__1,2055__0__3__435__0__1__35,2055__0__3__435__0__1__35__ee,2055__0__3__435__0__1__35__ee__ga,2055__0__3__435__0__1__35__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Salaries,Compensatory Allowance,Establishment Expenditure,General Area,Voted,425,2055,0,3,435,0,1,37,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__1,2055__0__3__435__0__1__37,2055__0__3__435__0__1__37__ee,2055__0__3__435__0__1__37__ee__ga,2055__0__3__435__0__1__37__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Salaries,Kit Maintenance Allowance,Establishment Expenditure,General Area,Voted,426,2055,0,3,435,0,1,38,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__1,2055__0__3__435__0__1__38,2055__0__3__435__0__1__38__ee,2055__0__3__435__0__1__38__ee__ga,2055__0__3__435__0__1__38__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Salaries,Special Duty Allowance,Establishment Expenditure,General Area,Voted,427,2055,0,3,435,0,1,45,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__1,2055__0__3__435__0__1__45,2055__0__3__435__0__1__45__ee,2055__0__3__435__0__1__45__ee__ga,2055__0__3__435__0__1__45__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Salaries,Lodging Allowance,Establishment Expenditure,General Area,Voted,428,2055,0,3,435,0,1,48,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__1,2055__0__3__435__0__1__48,2055__0__3__435__0__1__48__ee,2055__0__3__435__0__1__48__ee__ga,2055__0__3__435__0__1__48__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Office Expenses,Postage Stamp,Establishment Expenditure,General Area,Voted,429,2055,0,3,435,0,4,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__4,2055__0__3__435__0__4__1,2055__0__3__435__0__4__1__ee,2055__0__3__435__0__4__1__ee__ga,2055__0__3__435__0__4__1__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Office Expenses,Telephone Charge,Establishment Expenditure,General Area,Voted,430,2055,0,3,435,0,4,2,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__4,2055__0__3__435__0__4__2,2055__0__3__435__0__4__2__ee,2055__0__3__435__0__4__2__ee__ga,2055__0__3__435__0__4__2__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Office Expenses,Office Equipments including Computers & Accessories,Establishment Expenditure,General Area,Voted,431,2055,0,3,435,0,4,4,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__4,2055__0__3__435__0__4__4,2055__0__3__435__0__4__4__ee,2055__0__3__435__0__4__4__ee__ga,2055__0__3__435__0__4__4__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Office Expenses,Stationery and Printing of Forms,Establishment Expenditure,General Area,Voted,432,2055,0,3,435,0,4,5,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__4,2055__0__3__435__0__4__5,2055__0__3__435__0__4__5__ee,2055__0__3__435__0__4__5__ee__ga,2055__0__3__435__0__4__5__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Office Expenses,Furniture,Establishment Expenditure,General Area,Voted,433,2055,0,3,435,0,4,6,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__4,2055__0__3__435__0__4__6,2055__0__3__435__0__4__6__ee,2055__0__3__435__0__4__6__ee__ga,2055__0__3__435__0__4__6__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Office Expenses,Refreshment Expenses,Establishment Expenditure,General Area,Voted,434,2055,0,3,435,0,4,11,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__4,2055__0__3__435__0__4__11,2055__0__3__435__0__4__11__ee,2055__0__3__435__0__4__11__ee__ga,2055__0__3__435__0__4__11__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Machinery and Equipment / Tools & Plants,Machinery and Equipment,Establishment Expenditure,General Area,Voted,435,2055,0,3,435,0,15,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__15,2055__0__3__435__0__15__1,2055__0__3__435__0__15__1__ee,2055__0__3__435__0__15__1__ee__ga,2055__0__3__435__0__15__1__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Machinery and Equipment / Tools & Plants,Tools and plants,Establishment Expenditure,General Area,Voted,436,2055,0,3,435,0,15,2,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__15,2055__0__3__435__0__15__2,2055__0__3__435__0__15__2__ee,2055__0__3__435__0__15__2__ee__ga,2055__0__3__435__0__15__2__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Maintenance,Departmental Building,Establishment Expenditure,General Area,Voted,437,2055,0,3,435,0,17,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__17,2055__0__3__435__0__17__1,2055__0__3__435__0__17__1__ee,2055__0__3__435__0__17__1__ee__ga,2055__0__3__435__0__17__1__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Maintenance,Machinery and Equipment,Establishment Expenditure,General Area,Voted,438,2055,0,3,435,0,17,3,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__17,2055__0__3__435__0__17__3,2055__0__3__435__0__17__3__ee,2055__0__3__435__0__17__3__ee__ga,2055__0__3__435__0__17__3__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Police Training College,NULL,Other Charges,Award Money / Award in kind,Establishment Expenditure,General Area,Voted,439,2055,0,3,435,0,26,12,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__435,2055__0__3__435__0,2055__0__3__435__0__26,2055__0__3__435__0__26__12,2055__0__3__435__0__26__12__ee,2055__0__3__435__0__26__12__ee__ga,2055__0__3__435__0__26__12__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Salaries,Special Pay,Establishment Expenditure,General Area,Voted,440,2055,0,3,436,0,1,15,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__1,2055__0__3__436__0__1__15,2055__0__3__436__0__1__15__ee,2055__0__3__436__0__1__15__ee__ga,2055__0__3__436__0__1__15__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Salaries,Kit Allowance,Establishment Expenditure,General Area,Voted,441,2055,0,3,436,0,1,32,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__1,2055__0__3__436__0__1__32,2055__0__3__436__0__1__32__ee,2055__0__3__436__0__1__32__ee__ga,2055__0__3__436__0__1__32__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Salaries,Ration Allowance,Establishment Expenditure,General Area,Voted,442,2055,0,3,436,0,1,34,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__1,2055__0__3__436__0__1__34,2055__0__3__436__0__1__34__ee,2055__0__3__436__0__1__34__ee__ga,2055__0__3__436__0__1__34__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Salaries,Rifle Allowance,Establishment Expenditure,General Area,Voted,443,2055,0,3,436,0,1,35,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__1,2055__0__3__436__0__1__35,2055__0__3__436__0__1__35__ee,2055__0__3__436__0__1__35__ee__ga,2055__0__3__436__0__1__35__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Salaries,Compensatory Allowance,Establishment Expenditure,General Area,Voted,444,2055,0,3,436,0,1,37,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__1,2055__0__3__436__0__1__37,2055__0__3__436__0__1__37__ee,2055__0__3__436__0__1__37__ee__ga,2055__0__3__436__0__1__37__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Salaries,Kit Maintenance Allowance,Establishment Expenditure,General Area,Voted,445,2055,0,3,436,0,1,38,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__1,2055__0__3__436__0__1__38,2055__0__3__436__0__1__38__ee,2055__0__3__436__0__1__38__ee__ga,2055__0__3__436__0__1__38__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Salaries,Special Duty Allowance,Establishment Expenditure,General Area,Voted,446,2055,0,3,436,0,1,45,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__1,2055__0__3__436__0__1__45,2055__0__3__436__0__1__45__ee,2055__0__3__436__0__1__45__ee__ga,2055__0__3__436__0__1__45__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Salaries,Lodging Allowance,Establishment Expenditure,General Area,Voted,447,2055,0,3,436,0,1,48,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__1,2055__0__3__436__0__1__48,2055__0__3__436__0__1__48__ee,2055__0__3__436__0__1__48__ee__ga,2055__0__3__436__0__1__48__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Office Expenses,Postage Stamp,Establishment Expenditure,General Area,Voted,448,2055,0,3,436,0,4,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__4,2055__0__3__436__0__4__1,2055__0__3__436__0__4__1__ee,2055__0__3__436__0__4__1__ee__ga,2055__0__3__436__0__4__1__ee__ga__v,police,2020-21
